MassGrown Map Export

LocationName,Address,City,State,Zip,Description,Website,Phone
"Shady Oaks Farm","38 Winthrop Street","Medway","MA","02053","Sell feed, hay, petfood as well as other products. AGWAY feeds and supplies, bagged shavings, bulk sawdust, Hay delivered or picked up at the farm, Bliss ice cream, chicken and turkey pot pies. ","www.Shadyoaksfarm.com","(508) 533-8905",
"Maynard Maple","6 Windmill Drive","Maynard","MA","01754","Maple syrup, Maple candy.","www.maynardmaple.com","978) 897-4518",
"Flint Farm","789 East St.","Mansfield","MA","02048","Flint Farm is a family owned and operated business that offers a variety of goods and services from early spring to late fall. The farm also have a selection of Christmas trees and wreaths to kick off the holiday season.","www.flintfarmstand.com/","(508) 337-6473",
"Eight Fences Farm","78 Danials Street","Franklin","MA","02038","Hunter/Jumper training. Showing, USEF","https://m.facebook.com/profile.php?id=460976147325152","(508) 561-1298",
"Farmer Dave's - CSA Pick-Up","Rantoul St. and Railroad St.","Beverly","MA","01915","CSA Pick-up Location: Beverly Farmers Market, Veteran's Park. CSA Pick-up Days: Monday, Starting in June.","farmerdaves.csaware.com/store/","978-349-1952",
"Beverly Farmers' Market","Rantoul St. & Railroad Ave.-Veteran's Park","Beverly","MA","01915","Dates & Time: June 10 to October 7; Monday, 3:00 pm - 7:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. No market 9/2/24.

","www.beverlyfarmersmarket.org","",
"Matfield Maple Farm","107 Matfield St.","West Bridgewater","MA","02379","","www.matfieldmaplefarm.com","(508) 588-9858",
"Maynard Farmers' Market","Main Street, Mill Pond Parking Lot","Maynard","MA","01754","Dates & Time: June 29 to September 28; Saturday, 9:00 am - 1:00 pm; WIC & Senior Coupons Accepted. ","www.maynardfarmersmarket.com/","",
"Tree-Berry Farm","Rt. 123, 135 Cornet Stetson Rd.","Scituate","MA","02066","PYO blueberries and Christmas trees.","www.treeberryfarm.com","(781) 545-7750",
"Rising Star Equestrian Center","149 Summer Street","Medway","MA","02053","Full service Hunter/Jumper facility. Boarding, training, lessons, workshops, clinics, sales, and leases.","www.risingstarequestriancenter.com","(508) 533-8551",
"Boston Honey Company Farmstand","45 Chestnut St","Holliston","MA","01746","Honey bee farm with picnic area. Farmstand also offers our eggs, as well as locally raised chicken, pork, beef and lamb. Offer school tours. Located on Holliston Rail Trail w/plenty of bicycle parking. Educational display/observational hive with honeybees.","bostonhoneycompany.com/holliston-farm.html","(508) 429-6872",
"Every Bloomin' Thing","118 Cornet Stetson Road","Scituate","MA","02066","","www.everybloominthing.com","(781) 544-3320",
"Linda's Tomatoes at Terrapin Farm","555 Lincoln Street","Franklin","MA","02038","Focus on growing delicious tomatoes! Perfectly ripened and lovingly harvested beefsteak and heirloom tomatoes are grown with love and nothing else! Pesticide-free, vine-ripened and simply delicious! ","www.lindastomatoes.com/","(774) 571-1107",
"The Blueberry Farm","698 West Washington Street","Hanson","MA","02341","Relaxed atmosphere. Children are welcome with supervision. Picking pails and take-home bags provided. Free recipes, freezing and storage instructions. Reasonable prices. Open Mid-July through August. Call ahead for hours and picking conditions. Rte(s) 18, 58, or 27 to Rte. 14 Hanson, MA.","www.mcbga.com/farms/the_blueberry_farm.html","(781) 447-1584",
"First Light Farm","466 Highland Street","Hamilton","MA","01936","CSA Product offered: Vegetables, Fruit
Pickup(s): Farmer Markets","www.firstlightfarmcsa.com/","(781) 710-6749",
"West Bridgewater Farmers Market","First Congregational Church, 29 Howard Street","West Bridgewater","MA","02379","Dates and Time: June 11 to October 1; Every other Tuesday, 4:00 pm - 7:00 pm.","www.facebook.com/WBFarmersMarket","",
"Mansfield Farmers Market","6 Park Row","Mansfield","MA","02048","Dates & Time: Saturday, June 22 to September 28; 9:00 am -1:00 pm; WIC & Senior Coupons Accepted.","www.facebook.com/mansfieldmarket/","",
"Krochmal Farm","81 Jennies Way","Tewksbury","MA","01876","Offer corn maze, pumpkins, horse-drawn hayrides, pony rides, pick your own pumpkin patch. Field Trips, group outings.","www.krochmalfarms.com/","(978) 658-0507",
"MNC Farm","150 West Center St","West Bridgewater","MA","02379","Farmstand selling variety of fresh vegetables, fruits, eggs along w/farm fresh beef and poultry. Small petting zoo and tractor hayrides by appt.","app.barn2door.com/e/3e1nD/all","(774) 381-7495",
"Vineyard Farm","175 East Center St.","West Bridgewater","MA","02379","75-acre farm with a farm stand, PYO, and CSA and Christmas Trees. Offer hay rides, kid train rides, picnic areas and more! Flowers, farm-raised eggs, and variety of fruit & vegetables. Visit or call the farm for wholesale list of the week.","www.vineyardfarm.com/","(774) 310-5959",
"Patt's Blueberries","577 Gorwin Drive","Holliston","MA","01746","","www.facebook.com/Patts-Blueberries-199622883500358/","(508) 429-6795",
"Griffin Greenhouse & Nursery Supplies, Inc.","1619 Main Street","Tewksbury","MA","01876","","www.griffins.com","(978) 851-4346 ",
"Mahoney's Garden Center","1609 Main Street","Tewksbury","MA","01876","","mahoneysgarden.com/","(978) 851-2712",
"Flynn%u2019s Family Farm and Nursery ","492 Bay Road","Easton","MA","02334","Farm grown flowers and fresh mulch. Maintain a small Farm/Nursery to supply many of our customer%u2019s needs with locally grown plant materials and shrubs.","seanflynnlandscape.com/about/","(508) 219-0304",
"Russo's Greenhouses, Inc.","134 Lincoln Street","West Bridgewater","MA","02379","We have three acres of greenhouses and are always open to tours and for public information and education on planting and growing. Christmas open house and Santa visits. Please call for events listing.","www.russosgreenhouse.com","(508) 559-9388",
"Komarnisky Bros., Inc","1034 E. Central Street","East Bridgewater","MA","02333","DairyFarm - In continuous production for 75 years.","","(508) 378-2408",
"Tewksbury Community Farmers' Market","288 Livington Street","Tewksbury","MA","01876","Dates & Time: June 15 to September 28; Thursday, 4:00 pm - 7:00 pm. WIC & Senior Coupons Accepted.","www.tewksburymarket.com","",
"Kennedy's Country Gardens","85 Chief Justice Cushing Hwy.","Scituate","MA","02066","Our Nursery, Greenhouses, Landscape Design Center and Garden Center are all situated on five beautiful acres overlooking the North River. Kennedy's has display gardens and attractions for kids such as talking birds and a very friendly cat named Tigger.","www.kennedyscountrygardens.com","(781) 545-1266",
"Stonefield Farm","91 Martin Street","Acton","MA","01720","Family owned vegetable farm with greenhouse and garden plant sales in spring, summer and fall. Known for quality, selection and prices of the products it raises and sells. Grow a solid collection of New England annuals and perennial plants as well as an extensive selection of vegetable and herb plants. Colorful and unique hanging baskets and container gardens provide easy and attractive additions to patios and gardens.","stonefieldfarmacton.com/","(978) 263-5572",
"The Leonhards Florist and Greenhouse","82 Corning Street","Beverly","MA","01915","","","978 922-4295",
"Weston Nurseries","93 East Main Street (Rte 135)","Hopkinton","MA","01748","Since 1923, have been providing homeowners and landscapers with exceptional customer service and the highest quality trees, shrubs, annuals and perennials, including introductions of azaleas and rhododendrons. Also sell houseplants and tropical plants at all of our retail stores and wholesale locations. 
","www.westonnurseries.com","(508) 435-3414",
"Woolyvale Farm","713 Union Street","Marshfield","MA","02050","","","(781) 837-2361",
"White Pond Farm","26 White Pond Road","Stow","MA","01775","Small family farm using biological methods to grow vegetables. Farmstand offering homemade jams and jellies and seasonal vegetables. CSA U-Pick shares available. Granite Bird Baths and Garden Sculptures.","www.whitepondfarm.com","(978) 897-6262",
"Great Brook Farm State Park","247 North Road","Carlisle","MA","01741","Dairy farm located on state park property with 130 dairy animals and over 1000 acres of land and 20 miles of walking/mountain biking trails. Guided farm tours available. Ice cream stand on site with our own honey, cow gifts and cranberries for sale. Bus tours welcome!","www.cabotcheese.coop/great-brook-farm","(978) 371-7083",
"The Pumpkin Farm","72 Milford Street","Medway","MA","02053","Farmstand open Monday, 3:00 pm - 8:00 pm, June to November.","www.thepumpkinfarmmedway.com","(508) 404-5701",
"White Barn Farm","431 South Street","Wrentham","MA","02093","Small vegetable farm with a farm stand and CSA.
CSA Products offered: Vegetables, Flowers
Pickup(s): On Farm.

HIP processed at Farm Stand: Open Spring - Fall, Tuesday to Friday 9 am to 6 pm; Saturday/Sunday, 9 am to 4 pm.","www.whitebarnfarm.org","(508) 307-3315",
"Mistletoe Acres Tree Farm","296 Whitman St","East Bridgewater","MA","02333","Cut your own Christmas trees and pre-cut trees. Evergreen trees, including Canaan Fir, Serbian Spruce, Balsam Fir, Fraser Fir and Silver Fir.   ","www.mistletoeacres.com","(617) 918-3941",
"Franklin Farmers Market","Main and Union Streets-Town Common","Franklin","MA","02038","Dates & Time: June 7 to October 25; Friday, 2:00 pm - 6:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. ","www.franklinfarmersmarketma.com/","",
"Alfalfa Farm Winery","267 Rowley Bridge Road","Topsfield","MA","01983","Grape production-winery-functions and events-wetland plants-firewood-see website-www.alfalfafarmwinery.com","www.Alfalfafarmwinery.com","(978) 395-7937",
"Taproot Tree Farm","Capt. Sargent Conservation Land - 36 Tuttle Lane","Stow","MA","01775","Started the farm in 2014 and have been looking forward to sharing our trees with you since. Growing a variety of fir, spruce and pine for you to choose from as a cut your own farm. ","www.taproottreefarm.com/","",
"Moraine Farm, The Trustees of Reservations","733 Cabot Street","Beverly","MA","01915","Year-round CSA farm shares. Volunteer and educational opportunities for schools, community groups, families and individuals. Seasonal celebrations and annual Open House at the farm.

CSA Products offered: Dairy, Fruits, Flowers, Vegetables
Pickup(s): On Farm","ttor.org/morainefarm","(978) 969-1738",
"Connemara House Farm","252 Rowley Bridge Road","Topsfield","MA","01983","The Connemara House Farm is a 36-acre farm located in Topsfield, MA. The farm features a variety of apples, peaches and Asian pears for picking. ","connemarahousefarm.com/","(978) 777-5682",
"World Peas CSA Pick-Up","Waldorf School, 701 Cabot St. ","Beverly","MA","01915","CSA Pick-Up Location: 701 Cabot St. ","www.nesfp.org/NewEntryCSA ","",
"Gulbankian Farms Garden Ctr and florist","40 Mt. Vickery Rd.","Southborough","MA","01772","Growers of annuals, perennials, vegetable plants.
Full Florist Shop.
Gift Shop. Greeting Cards.","gulbankianfarms.com/","(508) 485-8979",
"Milliken Farm","26 Cross St","Pembroke","MA","02327","Seasonal market/farmstand. Hours varied. Milliken Farm is a small farm located in Pembroke Massachusetts and offers organically grown market produce through a on site farm stand. ","www.facebook.com/MillikenFarmMass/","(617) 620-6288",
"East Street Farm","460 East Street","Tewksbury","MA","01876","Offer spring flowers, summer vegetables, and fall pumpkin picking. CSA Products offered: Fruits, Vegetables. Pickup(s): On Farm, Farmer Markets. Farmstand: Check website for hours. 


","www.farmerdaves.net","(978) 851-2048",
"Farmer Dave's CSA Tewksbury","460 East St.","Tewksbury","MA","01876","CSA offers high quality produce grown at the farm in Dracut. With the earth in mind, the farm is certified IPM and implements organic growing practices first. Offer spring shares, summer vegetable and fruit shares, and late fall shares for 9 months. 100% of the vegetables in the CSA shares are grown by Farmer Dave's.
 
CSA Product offered: Vegetables, Fruit
CSA Pickup(s): On Farm, Farmer Markets
CSA Pickup Days: Wednesday, Thursday.","farmerdaves.csaware.com/store/","(978) 349-1952",
"Southborough/Fay School","Fay School, 25 Middle Road","Southborough","MA","01745","Dates and Times: Saturday, 9:00 am - Noon (Noon - 3:00 pm on May 13), May 13 and September 9 to October 28","","",
"Second Nature Farm ","39 Burt St","Norton","MA","02766","CSA Products offered: Vegetables, Fruit, Eggs
Pickup(s): On Farm, Farmer's Market ","secondnaturefarm.com","(774) 266-0431",
"Whipple Bee Flower Farm ","733 Cabot Street","Beverly","MA","01915","Fostering a local connection to flowers while celebrating kindness in our communities. Our specialty tulips and sunflowers are grown at Moraine Farm in Beverly, Mass through the New Entry Sustainable Farming Project.","www.whipplebeeflowerfarm.com","(617) 529-1099",
"Hopkinton Farmers' Market","6 Hayden Rowe Street","Hopkinton","MA","01748","Town Common; Dates & Times: June 9 to October 13; Sunday, 1:00 pm - 5:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.hopkintonfarmersmarket.com","",
"Connors Farm","30 Valley Road","Danvers","MA","01923","PYO fruits and vegetables, picnic area, farm bakery, ice cream stand and CSA. Farm uses IPM to grow fresh fruits and vegetables. Opening mid-September is famous corn maze--bring the whole family for some fall fun!
Open daily 8am to 6pm. ","www.Connorsfarm.com","(978) 777-1245",
"Honey Pot Hill Orchard","138 Sudbury Road","Stow","MA","01775","Honey Pot Hill Orchards have a 25 variety apple orchard/cider press and farmstand. Visit with the friendly farm animals & get lost in the Hedge Maze. Offer picnic area and hayrides on weekends during P.Y.O season. Host school tours and company outings by appointment.","www.Honeypothill.com","(978) 562-5666",
"Mistletoe Christmas Tree Farm","141 Whitman Street","Stow","MA","01775","Christmas Tree Farm, pre-cut and cut-your-own. 
Open SUNDAY, November 19th for folks who want to get their tree up prior to Thanksgiving.","www.mistletoechristmastreefarm.com/","(978) 298-5688",
"Carver Hill Orchards","101 Brookside Avenue","Stow","MA","01775","Variety of fruits, vegetables & ice cream available at our farmstand.","www.carverhillorchard.com/","(978) 897-6117",
"Ferjulian's Farm","7 Lewis Street","Hudson","MA","01749","70-acre family owned and operated farm. For 82 years it%u2019s been our privilege to grow flowers, fruits and vegetables for our community and to carry on the only working farm in Hudson. Very large PYO flower field!","www.ferjulians.com","(978) 562-3447",
"C.N. Smith Farm, Inc.","325 South Street","East Bridgewater","MA","02333","Family owned farm for over 80 years. Raise wide variety of fruits and vegetables for sale and PYO. Garden center. Hayrides in fall, and group tours by appt.
Open Monday to Sunday 9am to 5pm.


","www.cnsmithfarminc.com","(508) 378-2270",
"Shelburne Farm","106 West Acton Road","Stow","MA","01775","Pick-Your-Own apples, asian pears and pumpkin operation and homemade baked goods. Come visit the Country Store and bring a picnic. Children can pick apples from miniature trees. Birthday parties, company picnics. Moon Bounce, Pedal Tractors, Hay Ride, Farm Animals, and Hay Climbing Mountain.
","www.Shelburnefarm.com","(978) 897-9287",
"Acton-Boxborough Farmers' Market","Elm Street Playground, 19 Elm Street","Acton","MA","01720","Dates & Time: June 16 to October 13; Sunday, 10:00 am - 1:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. Holiday market 11/24/23.","www.abfarmersmarket.org","",
"Small Farm","184 Gleasondale Rd. (Rt. 62)","Stow","MA","01775","Family farm producing fresh vegetables grown without pesticides, including tomatoes, lettuce, greens, onions, garlic, and hot peppers. PYO flowers and herbs are popular. Families welcome.

Open biweekly November to April, Weekends in May, Wednesday to Sunday June to October.
Coupons accepted Wednesdays 10 am - 6 pm, Thursday - Saturday 10 am - 5 pm, & Sunday 12 pm - 5 pm. ","small-farm.com","(978) 201-0052",
"Gianetti%u2019s U-Pick Blueberries","557 Union Street   ","Franklin","MA","02038","U-Pick Blueberries.","gianettis.com","508-528-9430",
"Holiday Tree Farm","132 Salem Rd","Topsfield","MA","01983","Choose and cut Christmas tree farm open 9-3pm daily from Friday after Thanksgiving thru 2nd weekend in Dec. Greenhouses open 9-5 daily starting Mothers Day weekend.","www.facebook.com/holidaytreefarmtopsfield","(978) 887-2670",
"The Farm on Farm St","185 Farm St","Bellingham","MA","02019","Offer blueberries, eggs, and various vegetables in season.","","(774) 292-0225",
"Idylwilde Farm","366 Central Street","Acton","MA","01720","Year round full service farm stand greenhouse.","www.idylwildefarm.com","(978) 263-1662",
"Derby Ridge Farm","438 Great Road","Stow","MA","01775","Fifth generation family farm. An I.P.M orchard which means minimal pesticide application. Press Derby Ridge's own cider that is unpasteurized with no preservatives. Grow over 30 varieties of apples, peaches and pears and also have pumpkins, gourds and squash. Offer many varieties of native vegetables and Christmas trees and wreaths, which are all available at the farm stand.","derbyridgefarm.com/","(978) 897-7507",
"Marlborough Farmers' Market","19 Weed Street","Marlborough","MA","01752","Behind City Hall; Dates & Times: June 15 to October 5; Saturday, 9:00 am - 1:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. ","www.lostshoebrews.com/farmers-market","",
"Raiano Garden And Greenhouses"," 280 South Street","Marlborough","MA","01752","Full Greenhouse in Spring then a Vegetable and Fruit Stand, Pumpkin Stand and Christmas Trees.","www.facebook.com/raianogardens","(508) 485-0943",
"Tender Crop Farm","93 Main Street","Wenham","MA","01984","Since 1985, have provided the highest quality selection of produce available year-round. Offer our own Beef, Chicken, Turkey, Pork, Bacon, Eggs, Fruit Pies, Turnovers, Meat Pies: Chicken, Turkey, Beef, Dips, Salsa, Pesto, and more!","www.tendercropfarm.com","(508) 468-1554",
"Chestnut Hill Farm ","9 Chestnut Hill Road","Southborough","MA","01745","12 acres of mixed vegetables, herd of dairy goats and farmstand open to the public. School tours, walks and hikes, farm dinners, kid's programs and opportunities to volunteer offered. 

Hours: Tuesday, Thursday, Friday, 2:00 pm - 6:00 pm; Saturday, 9:00 am - 2:00 pm
CSA Pick-Up Days: Tuesday, Thursday, Friday, June 12 - October 28","www.thetrustees.org/places-to-visit/csa/chestnut-hill-farm-csa","(508) 785-0339",
"Valley View Farm","278 High Street","Topsfield","MA","01983","A small herd of Nubian goats produce sweet milk, especially suited to fresh farmstead cheeses crafted. Make Chèvre, Feta, New Meadows Camembert, cave-aged Pingree Hill Tomme as well as Harmony Camembert cheese is a blend of our goat milk and Jersey cow%u2019s milk from Appleton Farms in Ipswich which is owned by Trustees of Reservations.","www.valleyviewcheese.com","(978) 887-8215",
"Jones Farm","246 Acton Road","Chelmsford","MA","01824","","www.jonesfarm.net/","978 256-8065",
"Chelmsford/Maxwell's Winter Farmers' Market","24 Maple Road","Chelmsford","MA","01824","Dates & Times: November 4 to February 24; Saturday, 10:00 am - 1:00 pm; EBT-SNAP Accepted with select vendors only. ","www.maxwellsofchelmsford.com/maxwellswinterfarmersmarket","",
"Boston Equine","167  W. Elm Street","Pembroke","MA","02359","Beginner through advanced dressage, jumping, western, dressage, event, summer extended riding program, showing, boarding, 30 acres, lots of turn out, farrier, training, sales.","www.bostonequineassociates.com","(781) 799-7544",
"Scott/Goyea Farm","175 Oak Street","Mansfield","MA","02048","The land is town-owned and there are hiking trails all through the woods open to public. Managed by Natural Resources Trust of Mansfield Inc. and Mansfield Conservation Commission.

The land is now Conservation land, open to the public for passive recreation. The fields are used for growing hay and bird fledgling. No motorized vehicles are allowed.","","(508) 261-7378",
"The Food Project - CSA Pick-Up","572 Essex St.","Beverly","MA","01915","CSA Pick-up Days: Tuesday, Thursday, Starting in June.","csa.thefoodproject.org/csa-farm-shares/","617-442-1322",
"Boston Hill Farm","1370 Turnpike Street","North Andover","MA","01845","A 12 generation family owned and operated farm in North Andover, Massachusetts. Farm Stand, Pick Your Own and Home Grown with a wide variety of flowers, fruits, and vegetables. 

","www.Bostonhillfarm.com","(978) 681-8556",
"Osborne Nursery & Landscaping","80 Washington Street","Plainville","MA","02762","Provides Contractors and Home Owners premium landscape supplies to beautify your business, home and garden. ","osbornenursery.com","(508) 695-8272",
"Hopkinton Stone & Gardens, Inc.","32 Lumber Street","Hopkinton","MA","01748","","www.hopstonegarden.com/","(508) 435-7376",
"Middlesex County 4-H Fair","So. Chelmsford Rd. & Old Lowell Rd (Middlesex County 4-H Fairgrounds)","Westford","MA","01886","Dates & Times: August 23-25, 2024. Fri.& Sat.9:00am-6:00pm. Sun. 9:00am-4:00pm.","www.4hmiddlesexfair.org/","781- 844-7951",
"Topsfield Fair","207 Boston St (Rte. 1)","Topsfield","MA","01983","Dates & Times: October 4-14, 2024. Opens Daily at 10:00 AM","www.topsfieldfair.org","978- 887-5000",
"Wolf Hill Farm","30 Jericho Hill Road","Southborough","MA","01772","Cut your own Christmas trees. Christmas shop in antique barn with farm made swags, wreaths, and ornaments. Also, honey, beeswax candles, and herb vinegars. Open in Spring for herb plants & heirloom tomato plants.","www.facebook.com/WolfHillFarmMA","(508) 485-5087",
"Hanson Farm","600 Pleasant Street","Bridgewater","MA","02324","Family owned and operated-3rd generation.","hansonfarm.com","(508) 697-4003",
"Four Season's Riding School","68 Plain Street","Norton","MA","02766","Beginner thru advanced. Hunter/Jumper/Dressage. Ages 6 to adult. Showing from schooling to A rated.","","(617) 899-2987",
"Bondeson & Sons","31 Golden Cove Road","Chelmsford","MA","01824","","","(978) 256-0662",
"Carpe Bee%u2019m ","21 S. Chelmsford Road                                                                          ","Westford","MA","01886","Raw local honey varietals, hive goodies, hive tours for all ages, Great Brook Farm and Kimball Farm are within 5 miles.","www.carpebeem.com","(978) 496-1500",
"Chelmsford Farmers' Market","Town Common, 7 Academy Street","Chelmsford","MA","01824","Dates & Time: May 25 to October 12; Saturday, 11:00 am - 2:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. ","www.townofchelmsford.us/971/Chelmsford-Market-on-the-Common","",
"Peterson Farm & Greenhouse","535 South Street","Bridgewater","MA","02324","Farm fresh locally grown produce, free range eggs, fruit, jellies, honey, hanging baskets, and herbs. Farmstand is open daily 10:30 am - 5:30 pm.","www.facebook.com/p/Peterson-Farm-Greenhouse-100063118605889/","(508) 509-6649",
"Pickard Farm","160 Great Road","Littleton","MA","01460","PYO pumpkins, premium horse hay and land and excavation services. Produces quality cut and split seasoned firewood available for year round delivery.","www.pickardfarm.com","(978) 486-4141",
"Applefield Farm","Route 117 - 722 Great Rd.","Stow","MA","01775","Retail Farm, 2 Farmer's Markets, and Farmstand. We have 8 greenhouses and sell lots of bedding plants and potted flowers.","applefieldfarms.com","(978) 897-2699",
"Riverview Farms","77 Perkins Row","Topsfield","MA","01983","English riding instruction for beginners and intermediate students. The focus is on centered riding and all ages are accepted. Summer day program for girls and boys ages 7-15 is also offered.","www.riverviewfarms77.com","(978) 887-5620",
"Andover Farmers' Market","41 Central Street, South Church Parking Lot","Andover","MA","01810","Dates & Time: June 15 to October 12; Saturday, 9:00 am - 1:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.andoverfarmersmarket.com","",
"The Christmas Tree Farm","254 Taylor St","Pembroke","MA","02327","Farm fresh products, wreaths, Christmas Shop, farm animals. Offer to shake and bale trees. Choose and cut as well as fresh pre-cut trees.","www.thechristmastreefarm.net","(508) 414-8500",
"Dorbill Stables, Inc.","1140 Pleasant Street","Bridgewater","MA","02324","Dorbill Stables offers beginner to advanced lessons in Dressage and Huntseat. Boarding facility with a friendly, helpful staff. We also have an indoor and outdoor riding arena and individual paddocks.","www.facebook.com/DorbillStablesEquestrianCenter","(508) 697-8400",
"Woodville Maples","217 Wood Street","Hopkinton","MA","01748","Family-run sugar house producing local pure maple syrup and raw honey. Find our products at area farmers markets or you can email us to arrange for a porch pick up. Visit website for products and prices and check out our FB page for the latest updates. ","www.woodvillemaples.com","(508) 341-5108",
"The Big Apple","207 Arnold Street","Wrentham","MA","02093","Farmstand selling our own produce - apples, peaches, plums, blueberries, raspberries, squash, tomatoes, etc. PYO blueberries, raspberries. Public can watch apples being sorted. Bakery. Hayrides on weekends in Sept. & Oct.","www.thebigapplefarm.com","(508) 384-3055",
"Hamilton-Wenham Farmers Market","284 Bay Road","SOUTH HAMILTON","MA","01982","Date and Time: Friday, 3:00 pm - 7:00 pm; July 12 to October 11 and 11/23 & 12/6.","www.communityhouse.org/hamilton-wenham-farmers-market/","",
"Weston Nurseries of Chelmsford","160 Pine Hill Rd","Chelmsford","MA","01824","Weston Nurseries Chelmsford location offers homeowners and trade professionals the same outstanding plants, personalized service, landscape design, bulk delivery of mulch and soils, and the best horticultural advice that our Hopkinton customers have relied on since 1923.","www.westonnurseries.com/garden-centers-chelmsford/","(978) 349-0055",
"Parlee's Farm","135 Pine Hill Road","Chelmsford","MA","01824","","www.facebook.com/ParleeFarm/?ref=page_internal","(978) 256-2859",
"Ferrucci's Farm","86 Howard Street","Milford","MA","01757","By appointment only.","www.facebook.com/ferruccifarm","(508) 473-7015",
"Houde's Christmas Tree Farm","167 Berlin Road","Marlborough","MA","01752","","houdetreefarm.com/","(508) 485-1609",
"Hudson Farmers Market","Town Hall, 78 Main Street","Hudson","MA","01749","Dates & Time: June 18 to September 24; Tuesday, 3:30 pm - 6:30 pm; WIC & Senior Coupons Accepted. EBT-SNAP Accepted with Select Vendors Only. No market 7/2.","www.facebook.com/hudsonsfarmersmarket","",
"Marshfield Farmers' Market","140 Main St.-Field adjacent to Marshfield Fairgrounds, Rt. 3A","Marshfield","MA","02050","Dates & Time: June 2 to September 29; Friday, 2:00 pm - 6:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted

","www.marshfieldfair.org/farmers-market/","",
"Marshfield Winter Farmers' Market","140 Main Street-Marshfield Fairgrounds under the grandstand (enter from Rt. 3A)","Marshfield","MA","02050","Dates & Times: Third Saturday of the month, October to May; 10:00 am - 1:00 pm; EBT-SNAP Accepted.
","www.marshfieldfair.org/farmers-market/","",
"Marshfield Fair","140 Main St. (Rte. 3A.)","Marshfield","MA","02050","Dates & Times: August 16-25, 2024. Noon-10:00pm.","www.Marshfieldfair.org","781- 834-6629",
"Windrush Farm Therap. Equitation","479 Lacy Street","North Andover","MA","01845","Therapeutic riding. Equine assisted activities.","www.windrushfarm.org","(978) 682-7855",
"Drew Farm ","31 Tadmuck Road","Westford","MA","01886","Family owned farm that specializes in providing a family atmosphere for apple picking. Located on a hill that provides spectacular fall foliage viewing. Weekends provide a free tractor drawn trailer ride to the orchard. Great fun for the kids (and pretty fun for the adults, too)! Offer a large selection of pumpkins and hardy mums. Fresh pressed apple cider, bottled water, and old-fashioned root beer available. ","www.drewfarm.com","(978) 807-0719",
"Night Owl Farm","49 Prospect Street","Franklin","MA","02038","Veggies grown using only organic practices. Some grocery items and flower arrangements. Farmstand is open Tuesdays 1 pm - 7 pm and Saturdays & Sundays 10 am - 4 pm.","night-owl-farm.square.site/","(508) 740-2327",
"Long Life Farm","205 Winter St","Hopkinton","MA","01748","Certified Organic CSA and sell veggies at the farmers%u2019 market in Hopkinton and Ashland.

CSA Pick up at farm on Tuesday and Friday, downtown Hopkinton on Tuesday and Friday, and Upton on Fridays and Ashland on Saturdays.
","www.longlifefarm.com","(508) 596-1651",
"Dancing Goats Dairy","48 Topsfield Road","Boxford","MA","01885","Small goat dairy using the milk from our pastured-raised, mixed breed herd, we make small, artisan batches of fresh and aged cheese that combine old world techniques with a modern flair.","www.dancinggoatsdairy.com","(978)255-3218",
"Iron Ox Farm","656 Asbury Street","Hamilton","MA","01982","New owners after acquired by Greenbelt%u2019s farmland program.  Our farm stand is self serve, only open seasonally and on the weekends. SNAP/HIP: Please call number posted so we can come up to process SNAP/HIP transactions.

CSA Product offered: Fruits, Vegetables, Flowers, Meat
Pickup(s): On Farm","ironoxfarming.com/","(978) 317-8148",
